Info 0    [19:19:22.135] Starting TS Server
Info 1817 [19:48:34.787] getCompletionsAtPosition: isCompletionListBlocker: 0.0035450011491775513
Info 1818 [19:48:34.787] Returning an empty list because completion was requested in an invalid position.
Info 1819 [19:48:34.787] getCompletionData: Get current token: 0.009299000725150108
Info 1820 [19:48:34.787] getCompletionData: Is inside comment: 0.005955999717116356
Info 1821 [19:48:34.787] getCompletionData: Get previous token: 0.03933999873697758
Info 1822 [19:48:34.787] getCompletionsAtPosition: isCompletionListBlocker: 0.0036270003765821457
Info 1823 [19:48:34.787] Returning an empty list because completion was requested in an invalid position.
Info 1824 [19:48:34.788] getCompletionData: Get current token: 0.010865001007914543
Info 1825 [19:48:34.788] getCompletionData: Is inside comment: 0.0053259991109371185
Info 1826 [19:48:34.788] getCompletionData: Get previous token: 0.03959299996495247
Info 1827 [19:48:34.788] getCompletionsAtPosition: isCompletionListBlocker: 0.003743000328540802
Info 1828 [19:48:34.788] Returning an empty list because completion was requested in an invalid position.
Info 1829 [19:48:35.006] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1830 [19:48:35.052] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 46.32954500056803ms
Info 1831 [19:48:35.055] Different program with same set of files
Info 1832 [19:48:37.759] AutoImportProviderProject: found 6 root files in 6 dependencies in 25.51990200020373 ms
Info 1833 [19:48:37.759] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject2*
Info 1834 [19:48:37.760] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject2* Version: 2 structureChanged: false structureIsReused:: Not Elapsed: 0.8992870002985001ms
Info 1835 [19:48:37.779] forEachExternalModuleToImportFrom autoImportProvider: 18.827694000676274
Info 1836 [19:48:37.913] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1837 [19:48:37.933] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 19.737115999683738ms
Info 1838 [19:48:37.933] Different program with same set of files
Info 1839 [19:48:37.934] getCompletionData: Get current token: 0.02286200039088726
Info 1840 [19:48:37.934] getCompletionData: Is inside comment: 0.015064999461174011
Info 1841 [19:48:37.934] getCompletionData: Get previous token: 0.12758300080895424
Info 1842 [19:48:37.934] getCompletionsAtPosition: isCompletionListBlocker: 0.17146600037813187
Info 1843 [19:48:37.950] getExportInfoMap: cache miss or empty; calculating new results
Info 1844 [19:48:38.058] forEachExternalModuleToImportFrom autoImportProvider: 21.909513998776674
Info 1845 [19:48:38.058] getExportInfoMap: done in 109.26488899998367 ms
Info 1846 [19:48:38.074] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1847 [19:48:38.074] collectAutoImports: response is complete
Info 1848 [19:48:38.074] collectAutoImports: 15.318668998777866
Info 1849 [19:48:38.074] getCompletionData: Semantic work: 139.76348200067878
Info 1850 [19:48:38.108] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 32.98217700049281
Info 1851 [19:48:38.117] getCompletionData: Get current token: 0.011493999511003494
Info 1852 [19:48:38.117] getCompletionData: Is inside comment: 0.008213000372052193
Info 1853 [19:48:38.117] getCompletionData: Get previous token: 0.03223700076341629
Info 1854 [19:48:38.117] getCompletionsAtPosition: isCompletionListBlocker: 0.015483999624848366
Info 1855 [19:48:38.122] getExportInfoMap: cache hit
Info 1856 [19:48:38.127] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1857 [19:48:38.127] collectAutoImports: response is complete
Info 1858 [19:48:38.127] collectAutoImports: 4.713659001514316
Info 1859 [19:48:38.127] getCompletionData: Semantic work: 10.020449999719858
Info 1860 [19:48:38.154] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 26.58147200010717
Info 1861 [19:48:38.157] getCompletionData: Get current token: 0.02079400047659874
Info 1862 [19:48:38.158] getCompletionData: Is inside comment: 0.004768999293446541
Info 1863 [19:48:38.158] getCompletionData: Get previous token: 0.043508000671863556
Info 1864 [19:48:38.158] getCompletionsAtPosition: isCompletionListBlocker: 0.013972001150250435
Info 1865 [19:48:38.162] getExportInfoMap: cache hit
Info 1866 [19:48:38.167] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1867 [19:48:38.167] collectAutoImports: response is complete
Info 1868 [19:48:38.167] collectAutoImports: 4.374813999980688
Info 1869 [19:48:38.167] getCompletionData: Semantic work: 9.210099000483751
Info 1870 [19:48:38.187] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.625569000840187
Info 1871 [19:48:38.193] getCompletionData: Get current token: 0.01336599886417389
Info 1872 [19:48:38.193] getCompletionData: Is inside comment: 0.005142001435160637
Info 1873 [19:48:38.193] getCompletionData: Get previous token: 0.03609899990260601
Info 1874 [19:48:38.193] getCompletionsAtPosition: isCompletionListBlocker: 0.014758000150322914
Info 1875 [19:48:38.199] getExportInfoMap: cache hit
Info 1876 [19:48:38.203] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1877 [19:48:38.203] collectAutoImports: response is complete
Info 1878 [19:48:38.203] collectAutoImports: 4.336405001580715
Info 1879 [19:48:38.204] getCompletionData: Semantic work: 10.474016001448035
Info 1880 [19:48:38.225] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.757211999967694
Info 1881 [19:48:38.231] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1882 [19:48:38.237] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 6.1239940002560616ms
Info 1883 [19:48:38.237] Different program with same set of files
Info 1884 [19:48:38.237] getCompletionData: Get current token: 0.02524299919605255
Info 1885 [19:48:38.238] getCompletionData: Is inside comment: 0.0046709999442100525
Info 1886 [19:48:38.238] getCompletionData: Get previous token: 0.051559001207351685
Info 1887 [19:48:38.238] getCompletionsAtPosition: isCompletionListBlocker: 0.013534998521208763
Info 1888 [19:48:38.242] getExportInfoMap: cache hit
Info 1889 [19:48:38.246] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1890 [19:48:38.246] collectAutoImports: response is complete
Info 1891 [19:48:38.246] collectAutoImports: 4.207512000575662
Info 1892 [19:48:38.246] getCompletionData: Semantic work: 8.280450999736786
Info 1893 [19:48:38.264] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.93252900056541
Info 1894 [19:48:38.340] getCompletionData: Get current token: 0.012349000200629234
Info 1895 [19:48:38.340] getCompletionData: Is inside comment: 0.004944998770952225
Info 1896 [19:48:38.340] getCompletionData: Get previous token: 0.03581000119447708
Info 1897 [19:48:38.340] getCompletionsAtPosition: isCompletionListBlocker: 0.013777000829577446
Info 1898 [19:48:38.344] getExportInfoMap: cache hit
Info 1899 [19:48:38.349] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1900 [19:48:38.349] collectAutoImports: response is complete
Info 1901 [19:48:38.349] collectAutoImports: 5.1424549985677
Info 1902 [19:48:38.349] getCompletionData: Semantic work: 8.600061999633908
Info 1903 [19:48:38.374] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 22.623198000714183
Info 1904 [19:48:38.393] getCompletionData: Get current token: 0.01912899874150753
Info 1905 [19:48:38.393] getCompletionData: Is inside comment: 0.006714001297950745
Info 1906 [19:48:38.393] getCompletionData: Get previous token: 0.034338999539613724
Info 1907 [19:48:38.393] getCompletionsAtPosition: isCompletionListBlocker: 0.01740099862217903
Info 1908 [19:48:38.400] getExportInfoMap: cache hit
Info 1909 [19:48:38.405] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1910 [19:48:38.405] collectAutoImports: response is complete
Info 1911 [19:48:38.405] collectAutoImports: 4.727308999747038
Info 1912 [19:48:38.405] getCompletionData: Semantic work: 12.637875000014901
Info 1913 [19:48:38.424] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.271104000508785
Info 1914 [19:48:38.430] getCompletionData: Get current token: 0.02870899997651577
Info 1915 [19:48:38.430] getCompletionData: Is inside comment: 0.032885000109672546
Info 1916 [19:48:38.430] getCompletionData: Get previous token: 0.17152199894189835
Info 1917 [19:48:38.431] getCompletionsAtPosition: isCompletionListBlocker: 0.01998799853026867
Info 1918 [19:48:38.435] getExportInfoMap: cache hit
Info 1919 [19:48:38.438] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1920 [19:48:38.438] collectAutoImports: response is complete
Info 1921 [19:48:38.438] collectAutoImports: 3.8467509988695383
Info 1922 [19:48:38.438] getCompletionData: Semantic work: 7.267591999843717
Info 1923 [19:48:38.454] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.27708899974823
Info 1924 [19:48:38.462] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1925 [19:48:38.468] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 5.957248000428081ms
Info 1926 [19:48:38.468] Different program with same set of files
Info 1927 [19:48:38.468] getCompletionData: Get current token: 0.013273000717163086
Info 1928 [19:48:38.468] getCompletionData: Is inside comment: 0.005346998572349548
Info 1929 [19:48:38.468] getCompletionData: Get previous token: 0.04312799870967865
Info 1930 [19:48:38.468] getCompletionsAtPosition: isCompletionListBlocker: 0.014208000153303146
Info 1931 [19:48:38.473] getExportInfoMap: cache hit
Info 1932 [19:48:38.477] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1933 [19:48:38.477] collectAutoImports: response is complete
Info 1934 [19:48:38.477] collectAutoImports: 4.473226999863982
Info 1935 [19:48:38.477] getCompletionData: Semantic work: 8.748172000050545
Info 1936 [19:48:38.491] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.353484999388456
Info 1937 [19:48:38.888] getCompletionData: Get current token: 0.00784200057387352
Info 1938 [19:48:38.888] getCompletionData: Is inside comment: 0.003776000812649727
Info 1939 [19:48:38.888] getCompletionData: Get previous token: 0.02177399955689907
Info 1940 [19:48:38.888] getCompletionsAtPosition: isCompletionListBlocker: 0.011939000338315964
Info 1941 [19:48:38.899] getExportInfoMap: cache hit
Info 1942 [19:48:38.906] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1943 [19:48:38.906] collectAutoImports: response is complete
Info 1944 [19:48:38.906] collectAutoImports: 7.136067999526858
Info 1945 [19:48:38.906] getCompletionData: Semantic work: 17.527031000703573
Info 1946 [19:48:38.926] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.525468999519944
Info 1947 [19:48:38.929] getCompletionData: Get current token: 0.012257998809218407
Info 1948 [19:48:38.929] getCompletionData: Is inside comment: 0.019574999809265137
Info 1949 [19:48:38.929] getCompletionData: Get previous token: 0.03484700061380863
Info 1950 [19:48:38.930] getCompletionsAtPosition: isCompletionListBlocker: 0.021817998960614204
Info 1951 [19:48:38.933] getExportInfoMap: cache hit
Info 1952 [19:48:38.939] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1953 [19:48:38.939] collectAutoImports: response is complete
Info 1954 [19:48:38.939] collectAutoImports: 5.2174290008842945
Info 1955 [19:48:38.939] getCompletionData: Semantic work: 9.584593998268247
Info 1956 [19:48:38.949] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.323173999786377
Info 1957 [19:48:38.953] getCompletionData: Get current token: 0.018393000587821007
Info 1958 [19:48:38.953] getCompletionData: Is inside comment: 0.013577999547123909
Info 1959 [19:48:38.953] getCompletionData: Get previous token: 0.03308600001037121
Info 1960 [19:48:38.953] getCompletionsAtPosition: isCompletionListBlocker: 0.014914000406861305
Info 1961 [19:48:38.956] getExportInfoMap: cache hit
Info 1962 [19:48:38.959] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 1963 [19:48:38.959] collectAutoImports: response is complete
Info 1964 [19:48:38.959] collectAutoImports: 3.4065589997917414
Info 1965 [19:48:38.959] getCompletionData: Semantic work: 5.979840999469161
Info 1966 [19:48:38.970] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.215026000514627
Info 1967 [19:48:39.090] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1968 [19:48:39.101] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 10.475888000801206ms
Info 1969 [19:48:39.101] Different program with same set of files
Info 1970 [19:48:40.078] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1971 [19:48:40.078] Elapsed:: 0.035436999052762985ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1972 [19:51:28.546] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1973 [19:51:28.546] Elapsed:: 0.06129300035536289ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1974 [19:51:28.565] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1975 [19:51:28.629] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 11 structureChanged: true structureIsReused:: SafeModules Elapsed: 63.818182000890374ms
Info 1976 [19:51:28.629] Different program with same set of files
Info 1977 [19:51:29.156] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1978 [19:51:29.285] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 12 structureChanged: true structureIsReused:: SafeModules Elapsed: 127.97198499925435ms
Info 1979 [19:51:29.285] Different program with same set of files
Info 1980 [19:51:29.287] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1981 [19:51:29.337] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 13 structureChanged: true structureIsReused:: SafeModules Elapsed: 49.33310900069773ms
Info 1982 [19:51:29.337] Different program with same set of files
Info 1983 [19:51:30.586] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1984 [19:51:30.586] Elapsed:: 0.021774999797344208ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1985 [19:52:03.794] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1986 [19:52:03.794] Elapsed:: 0.035367999225854874ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 1987 [19:52:04.804] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1988 [19:52:04.827] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 22.963489999994636ms
Info 1989 [19:52:04.827] Different program with same set of files
Info 1990 [19:52:05.815] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1991 [19:52:05.857] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 41.65677700005472ms
Info 1992 [19:52:05.857] Different program with same set of files
Info 1993 [19:52:07.397] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1994 [19:52:07.420] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 23.211845999583602ms
Info 1995 [19:52:07.420] Different program with same set of files
Info 1996 [19:52:07.739] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 1997 [19:52:07.767] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 27.717968000099063ms
Info 1998 [19:52:07.767] Different program with same set of files
Info 1999 [19:52:13.818] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2000 [19:52:13.832] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 14.255031000822783ms
Info 2001 [19:52:13.832] Different program with same set of files
Info 2002 [19:52:14.395] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/#ChatMessage.tsx# :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2003 [19:52:14.395] Elapsed:: 0.05910399928689003ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/#ChatMessage.tsx# :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2004 [19:52:20.508] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2005 [19:52:20.509] Elapsed:: 0.06793900020420551ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2006 [19:52:20.510] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/#ChatMessage.tsx# :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2007 [19:52:20.510] Elapsed:: 0.08536799997091293ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/#ChatMessage.tsx# :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2008 [19:52:21.251] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2009 [19:52:21.251] Elapsed:: 0.024785000830888748ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2010 [19:52:21.334] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2011 [19:52:21.334] Elapsed:: 0.05331999994814396ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2012 [19:52:21.382] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2013 [19:52:21.401] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 19.08784499950707ms
Info 2014 [19:52:21.401] Different program with same set of files
Info 2015 [19:56:43.482] DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2016 [19:56:43.483] Elapsed:: 0.05667999945580959ms DirectoryWatcher:: Triggered with /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage/.#ChatMessage.tsx :: WatchInfo: /home/beethoven/Templates/MixTechProjects/Magni/client/src/components/ChatMessage 0 undefined Project: /dev/null/inferredProject2* WatchType: Failed Lookup Locations
Info 2017 [19:56:44.516] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2018 [19:56:44.539] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 23.122865000739694ms
Info 2019 [19:56:44.539] Different program with same set of files
Info 2020 [19:56:44.619] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2021 [19:56:44.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 10.060427000746131ms
Info 2022 [19:56:44.630] Different program with same set of files
Info 2023 [19:56:45.305] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2024 [19:56:45.322] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 16.928838001564145ms
Info 2025 [19:56:45.322] Different program with same set of files
Info 2026 [19:56:46.008] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2027 [19:56:46.018] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 10.310126001015306ms
Info 2028 [19:56:46.018] Different program with same set of files
Info 2029 [19:56:46.019] getCompletionData: Get current token: 0.018939999863505363
Info 2030 [19:56:46.019] getCompletionData: Is inside comment: 0.004364999011158943
Info 2031 [19:56:46.019] getCompletionData: Get previous token: 0.06548500061035156
Info 2032 [19:56:46.020] getCompletionsAtPosition: isCompletionListBlocker: 0.09472399950027466
Info 2033 [19:56:46.024] getExportInfoMap: cache hit
Info 2034 [19:56:46.054] collectAutoImports: resolved 15 module specifiers, plus 0 ambient and -167 from cache
Info 2035 [19:56:46.054] collectAutoImports: response is complete
Info 2036 [19:56:46.054] collectAutoImports: 29.817912999540567
Info 2037 [19:56:46.054] getCompletionData: Semantic work: 34.47684000059962
Info 2038 [19:56:46.073] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.16520900093019
Info 2039 [19:56:47.013] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2040 [19:56:47.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 24 structureChanged: false structureIsReused:: Completely Elapsed: 10.642292000353336ms
Info 2041 [19:56:47.024] Different program with same set of files
Info 2042 [19:56:47.025] getCompletionData: Get current token: 0.02822200022637844
Info 2043 [19:56:47.025] getCompletionData: Is inside comment: 0.003967000171542168
Info 2044 [19:56:47.025] getCompletionData: Get previous token: 0.06458500027656555
Info 2045 [19:56:47.025] getCompletionsAtPosition: isCompletionListBlocker: 0.004109000787138939
Info 2046 [19:56:47.026] getCompletionData: Semantic work: 0.9436799995601177
Info 2047 [19:56:47.040] getCompletionData: Get current token: 0.033977000042796135
Info 2048 [19:56:47.040] getCompletionData: Is inside comment: 0.008538000285625458
Info 2049 [19:56:47.040] getCompletionData: Get previous token: 0.06143500097095966
Info 2050 [19:56:47.040] getCompletionsAtPosition: isCompletionListBlocker: 0.004517000168561935
Info 2051 [19:56:47.040] getCompletionData: Semantic work: 0.13244100101292133
Info 2052 [19:56:47.042] getCompletionData: Get current token: 0.019199000671505928
Info 2053 [19:56:47.042] getCompletionData: Is inside comment: 0.004738999530673027
Info 2054 [19:56:47.042] getCompletionData: Get previous token: 0.03662800043821335
Info 2055 [19:56:47.042] getCompletionsAtPosition: isCompletionListBlocker: 0.00455700047314167
Info 2056 [19:56:47.042] getCompletionData: Semantic work: 0.11974200047552586
Info 2057 [19:56:47.044] getCompletionData: Get current token: 0.019179999828338623
Info 2058 [19:56:47.044] getCompletionData: Is inside comment: 0.004533000290393829
Info 2059 [19:56:47.044] getCompletionData: Get previous token: 0.035888999700546265
Info 2060 [19:56:47.044] getCompletionsAtPosition: isCompletionListBlocker: 0.004441000521183014
Info 2061 [19:56:47.044] getCompletionData: Semantic work: 0.11442600004374981
Info 2062 [19:56:47.456] Starting updateGraphWorker: Project: /dev/null/inferredProject2*
Info 2063 [19:56:47.494] Finishing updateGraphWorker: Project: /dev/null/inferredProject2* Version: 25 structureChanged: false structureIsReused:: Completely Elapsed: 38.57060300000012ms
Info 2064 [19:56:47.495] Different program with same set of files
Info 2065 [19:56:47.496] getCompletionData: Get current token: 0.07565800100564957
Info 2066 [19:56:47.496] getCompletionData: Is inside comment: 0.012563999742269516
Info 2067 [19:56:47.496] getCompletionData: Get previous token: 0.2439900003373623
Info 2068 [19:56:47.497] getCompletionsAtPosition: isCompletionListBlocker: 0.01250699907541275
Info 2069 [19:56:47.498] getCompletionData: Semantic work: 1.1406110003590584
Info 2070 [19:56:47.519] getCompletionData: Get current token: 0.07672199979424477
Info 2071 [19:56:47.519] getCompletionData: Is inside comment: 0.02899800054728985
Info 2072 [19:56:47.520] getCompletionData: Get previous token: 0.804967001080513
Info 2073 [19:56:47.521] getCompletionsAtPosition: isCompletionListBlocker: 0.011983999982476234
Info 2074 [19:56:47.521] getCompletionData: Semantic work: 0.4078419990837574
Info 2075 [19:56:47.523] getCompletionData: Get current token: 0.06796899996697903
Info 2076 [19:56:47.523] getCompletionData: Is inside comment: 0.012253999710083008
Info 2077 [19:56:47.523] getCompletionData: Get previous token: 0.30981599912047386
Info 2078 [19:56:47.524] getCompletionsAtPosition: isCompletionListBlocker: 0.012508001178503036
Info 2079 [19:56:47.524] getCompletionData: Semantic work: 0.3247609995305538
Info 2080 [19:56:47.525] getCompletionData: Get current token: 0.08829299919307232
Info 2081 [19:56:47.525] getCompletionData: Is inside comment: 0.013809001073241234
Info 2082 [19:56:47.526] getCompletionData: Get previous token: 0.31271000020205975
Info 2083 [19:56:47.526] getCompletionsAtPosition: isCompletionListBlocker: 0.011763999238610268
